id;created_at;text;sentiment
872747;2020-07-13 20:34:56+00:00;@michaelbatnick ...hope not, I added some $MSFT during the panic sell-off  :);negative
101622;2020-04-17 13:50:02+00:00;"RT @QuantTrend: 5 BEST stocks for 2020 and beyond...

They did well in the current crisis and are viable long-term investments.

$BABA $TCE…";positive
284871;2020-05-05 13:19:20+00:00;RT @SJosephBurns: “Amazon has been an 85 bagger in 14 years while being a large cap the entire time.” - @iancassel $AMZN;neutral
430060;2020-06-05 10:27:02+00:00;Effective Elliott Wave Atlassian General Electric Nike https://t.co/vglRP919Ev  $team $nke $GE #stocks #usstocks #elliottwave #technnicalanalysis #optionstrading #cfds #trading #investing https://t.co/0zyG0NvpHA;neutral
456870;2020-06-08 09:28:12+00:00;"#NTPC
NTPC Now @ 98.30

Look @ 100 CE Now @ 3.30,  SL. 2.60

#nifty #banknifty #equity #stocks #analysis #trading #sp";neutral
252068;2020-04-29 09:36:40+00:00;@mtmalinen The $SPX is more like a drunken A https://t.co/ZvlPeFJhJF;negative
138033;2020-04-21 22:06:33+00:00;Apple Watch Series 5 Now Available Refurbished https://t.co/vhx6m7qHOO $AAPL https://t.co/ozWNHXvMD7;neutral
264518;2020-05-04 20:00:54+00:00;"🤝 $NVDA $INTC 
Intel and Nvidia turn Merger Monday into a blockbuster sequel https://t.co/wbo0P82pEy https://t.co/y5Q3g9mWq3";negative
513372;2020-06-13 04:01:53+00:00;Short Interest in Pluralsight Inc $PS Drops By 14.6% https://t.co/L3lPRVry5l #stocks;negative
179910;2020-04-23 01:11:03+00:00;SpaceX moves ahead with Starlink satellite launch amid pandemic https://t.co/hvezwbTvyI #markets #globalmarket #stocks #StockMarket #stocktowatch #StockMarketInsights #StockMarketToday #StockMarketNews https://t.co/yj48xmTmSj;neutral
583107;2020-06-19 16:04:25+00:00;Despite all the global issues with unemployment, social unrest, and a pandemic, US stocks are down only a few % in 2020 now. However, the return disparity is massive, as not all ships are in this rise higher #socialunrest #unemployment #stocks #stock #ships #maritime #rise https://t.co/2nmRtw1aWW;positive
321243;2020-05-08 15:57:29+00:00;"Nasdaq continues to lead the way.

All our tech #stocks are performing well and we will continue to buy more but for the time being, we'll wait until the other indices catch up.

Right now the S&amp;P and Dow are lagging behind so until we have added momentum, we will apply caution. https://t.co/Wktepm0TdF";positive
650501;2020-06-25 21:07:32+00:00;"RT @OpenOutcrier: RECAP 6/25 Unusual Puts:
$FXI Sep 38 P
$DUK Jul 75 P
$DIS Aug 100 P
$NCLH Jul02 12 P
$JBLU Aug 9 P

Live Breaking trading…";negative
719818;2020-06-30 14:14:50+00:00;ught $amzn 02JUL20 2730.00c;neutral
375047;2020-06-01 15:26:45+00:00;Keep an eye on the 10 year #yield Down over 7% if it does not go up, I will bet the reversal starts. #StockMarket #stocks #BOOM #bust https://t.co/QkKvuLQBLJ;negative
392169;2020-06-02 03:25:03+00:00;"RT @Reveretrading: This morning

 #ES_F opened right @ 3032 level, rallied 27 points with 5 points MAE   

#NQ_F opened above my 9500 level…";negative
371054;2020-06-01 21:24:37+00:00;$amzn Daily, no longer hold a position here, will look at doing something in the AM. As I said last night, 2500 is coming this week. No question, daily looks ready to go this week! GL https://t.co/AhYsqOare0 https://t.co/zWl4S6KKBd;positive
339114;2020-05-28 17:44:43+00:00;RT @stockspastor: Have you ever been in a trade that moved $40 in 10 days?  $2 to $10 on option.  The same thing is about to happen on our…;neutral
865576;2020-07-12 17:36:58+00:00;"RT @Hypifyio: Meet Your Staff! These are some of the best traders in the Hypify Community and their job is to teach YOU! 

@Prodiggyy26 
@_…";positive
153775;2020-04-22 19:32:21+00:00;$BAC is sitting on the 200-month sma and below both the 200-week sma and 2011 rising trendline. Price action is corrective and a new low should be considered. The new low would be create a bullish momentum divergence. A platform for a more impulsive rally. https://t.co/vd9zirBpuu;positive
146860;2020-04-21 11:47:11+00:00;#Stocks starting to break down further as I outlined in this weekend video. Indices getting close to levels where technical selling could take hold again. Bulls must remain patient as this could get ugly quickly https://t.co/mKYMbE4arG;negative
329994;2020-05-09 18:40:23+00:00;"RT @philstockworld: Right now in member chat: ""It is Monday, so we will have to take it with a grain of salt, but we were oversold and ther…";neutral
62578;2020-04-14 01:34:20+00:00;Hopefully some of you has this on your watch list. $NFLX $AMZN https://t.co/UFC4kSIWj0;positive
701315;2020-06-29 17:19:22+00:00;"RT @MarketWatch: Big companies like $SBUX and $KO are pulling advertising dollars on Facebook. How much will that hurt revenue? 

Facebook…";negative
759673;2020-07-03 21:52:40+00:00;"#ORR.96m at 1.51g/t. 7m at 86.39g/t.Main trend 6km. Drilling now a company focused on growth our JV partner. 1.3b cash at hand , process plant already planned at Boto. This has GGP scenario all over it . 3 m cap??.
#AIM.#stockmarket.#stocks.#investing.#mining.#gold. https://t.co/d6QlafvEIQ";positive
470903;2020-06-09 11:00:50+00:00;"MCCORMICK &amp; CO /SH NV $MKC Expected to Post Earnings of $1.11 Per Share https://t.co/I1YYoUgoJ3 #stocks";positive
681549;2020-06-27 20:12:07+00:00;RT @RichLightShed: WHY is @unileverusa punishing Twitter when they took a leadership role and likely led to Facebook's reversal $TWTR $FB…;negative
902509;2020-07-14 11:08:50+00:00;"RT @israel_massa: $JPM | JPMorgan Q2 20 Earnings: 
- Revenue $33.82B (exp $30.57B) 
- EPS: $1.32 (exp $1.01) 
- Provision For Credit Loss:…";negative
837760;2020-07-09 00:51:43+00:00;"RT @50F7W4R37R4D3R: ""Motivation gets you going and habit gets you there.  ""- Zig Ziglar #softwareengineer #javascript #python #C++ #golang…";positive
85739;2020-04-16 15:17:17+00:00;$SPY ES futures hourly is an interesting watch! Nice potential breakout to the upside to drive the market higher imminent 👀 $QQQ $SPX $DJIA https://t.co/G4v3jObMUC;positive
426156;2020-06-05 15:07:02+00:00;Quality Elliott Wave Trading #sp500 #ES_F $SPX $SPY $QQQ $IWM $SPXU $SQQQ $ES  $NDX $DJIA  $QQQ  emini  forex  https://t.co/hTJsqehBX2 https://t.co/zB0jSSy2Mo;neutral
906369;2020-07-14 01:51:29+00:00;"RT @50F7W4R37R4D3R: ""Walking with a friend in the dark is better than walking alone in the light.""- Helen Keller #softwareengineer #javascr…";positive
131196;2020-04-20 13:53:05+00:00;@TheStalwart @business be ready for #stocks as well. 2nd wave of sale off is coming now.;positive
322173;2020-05-08 14:50:13+00:00;RT @WallStJesus: EXTREMELY ACTIVE OPEN, MOMENTUM-SWEEPERS BUSY IN SEVERAL NAMES = $TWTR $VTIQ $NIO $INO $BYND $TWLO $DIS $AMD $TSLA https:/…;positive
468164;2020-06-09 14:18:25+00:00;Could Apple Be a Millionaire Maker Stock? @themotleyfool #stocks $AAPL https://t.co/Wdz7oGbUwC;neutral
384522;2020-06-02 18:47:04+00:00;$SHOP had good $FB sub numbers today??;neutral
74853;2020-04-15 08:01:01+00:00;ADVFN Morning London Market Report: Wednesday 15 April 2020 #stocks #trading ... https://t.co/g3pXJY2JbS;neutral
51398;2020-04-14 17:31:06+00:00;"RT @Lakshmi_888: #SPX $SPX #ES_F #Dow $NQ #NQ #NDX $RUT #DAX #FTSE $ES_F $QQQ $Dow

Based on this chart alone (there are others so pls see)…";neutral
848584;2020-07-10 13:09:13+00:00;"RT @NorthmanTrader: The S&amp;P 500 appears to be incapable of making new highs without new highs in the Fed's balance sheet.

$SPX peaked the…";negative
151904;2020-04-22 22:13:21+00:00;"RT @WingGirlTrade: If you trade stocks long or short. Trade Ideas FREE trading room is the place to navigate trading today.

Moderator Barr…";neutral
360636;2020-05-30 19:50:38+00:00;"RT @kerberos007: $SPX vs $CNH (Yuan) Jaws update

The jaws (risks &amp; bubble) grew wider &amp; wider like the ""inequality"" &amp; social unrest

I nee…";negative
89291;2020-04-16 12:08:03+00:00;RT @intell_invest: Dear Premium Major Markets Members, the Daily Update was sent out. Not a member yet? Visit my website to signup: 1 month…;neutral
795221;2020-07-07 17:33:08+00:00;"RT @apollotradingsd: I'm a permabear at heart. Keeping the following in mind has kept me sane:

1. This is no longer a market. It is a regr…";neutral
893885;2020-07-14 18:32:45+00:00;"Biogen $BIIB Has A Poor #Technical Analysis Score (TA Score). Breakdown Of 3 Categories: #candle score Neutral; moving average score Poor; #momentum score Poor #stocks #stock #StockMarket #Investment #investing https://t.co/Jj64hrH1R3 https://t.co/aZBpbgGaen https://t.co/vKawDwrcoL";negative
482307;2020-06-10 16:04:59+00:00;"Fangdd Shares Surge 610% in Wild Ride; Active Agents Number Jumps - #Stocks #StockMarket $DUO via @CapitalWatchCom https://t.co/lYz8Qq8vqO";positive
56738;2020-04-14 13:32:26+00:00;$AMZN record high;positive
741193;2020-07-01 05:16:03+00:00;"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW";neutral
402514;2020-06-03 12:55:59+00:00;RT @AlexDelarge6553: Dont look now $tlss up premarket 6% wouldnt merger news with $amzn be perfect for all those people who sold for a loss…;positive
607924;2020-06-22 18:29:44+00:00;"RT @cfromhertz: *APPLE ANNOUNCES IT IS SWITCHING FROM INTEL CHIPS IN MACS

*APPLE ANNOUNCES MACS ARE SWITCHING TO OWN CUSTOM PROCESSORS

$A…";neutral
772746;2020-07-05 18:17:28+00:00;"RT @Callum_Thomas: 4. Clearly Q2 was a strong quarter.  

Interestingly as @RyanDetrick shows: strong quarters tend to be followed by stron…";positive
239880;2020-04-29 21:34:49+00:00;Ciner Resources $CINR Set to Announce Earnings on Monday https://t.co/NbHpMCDfHv #stocks;neutral
658140;2020-06-25 13:30:15+00:00;"Market's open! Check out @MightySoldiers day trading livestream! Featuring Benzinga Pro!
real-time news, LIVE squawk, audible alerts, and more!
#stockmarket #stocks #charts #daytrader #daytrading #livestream #live #youtube #benzingapro

https://t.co/H6Nryjsek2";neutral
906665;2020-07-14 01:16:25+00:00;"economics are important, but don’t get turned off

this is a primer for DOM

think of it simply as supply + demand ♋️ 

DOM gives a list of # lined up to buy + everyone lined up to sell

but what if neither will budge?
 
ex:

( $spy $spx $qqq #es_f )";positive
764495;2020-07-03 07:03:46+00:00;"RT @faaaal: $appl $amzn $msft $tsla 
be greedy when others are fearful
and be fearful when others are greedy! https://t.co/1SW5PHngEB";negative
79488;2020-04-16 22:00:48+00:00;"Learn to manage stock market risk with position sizing. 

https://t.co/cCsJaxHap4

$SPY $SPX $QQQ $DJIA $STUDY";neutral
594350;2020-06-20 14:36:33+00:00;😳😷🤢 $SPY $SPX $QQQ $IWM $DJI $AAPL $TSLA $FB $AMZN $GS $JPM $BAC $C $GOOGL $SPOT $XLE $BA $BABA $UVXY $LYFT $CMG #ES_F #coronavirus #COVID19 #BREAKING #bitcoin https://t.co/RXphnpS5eX;neutral
114751;2020-04-18 06:10:16+00:00;RT @leadlagreport: Analysts are bullish, expecting the $SPX to rally to above 3200 within 12 months #stocks #markets #economy #investing #f…;positive
55507;2020-04-14 14:15:05+00:00;"Huge variation: The Goodyear Tire &amp; Rubber Comp $GT 28.58 up 4.12% 4:00pm https://t.co/Pa7hlovGSJ  #stocks";positive
336005;2020-05-28 21:28:47+00:00;"$TWTR $FB 

https://t.co/8ZsZjeBsJk";neutral
480575;2020-06-10 17:37:43+00:00;"Many Americans used part of their coronavirus stimulus check to trade stocks

https://t.co/m9idEoSaJm

#stimulus #stocks";neutral
750537;2020-07-02 16:00:45+00:00;"#Options Flow Grid Update $ORCL #OptionsTrading Oracle Shares ⬆️1.28% to $56.19 #OptionsFlow #stocks #stock #StockMarket #investing #Investment https://t.co/5JE2nlalc3
https://t.co/3SMt2yWyzC https://t.co/HYTksUCJxb";neutral
444099;2020-06-07 10:27:46+00:00;"RT @NorthmanTrader: In 2019 $AAPL made new all time highs on declining earnings growth.
In 2020 $AAPL made new all time highs on declining…";positive
632884;2020-06-23 03:14:41+00:00;"$MSFT Microsoft all time highs
$AMZN Amazon all time highs 
$NFLX Netflix all time highs
$FB Facebook all time highs
$APPL Apple all time highs
$GOOGL Google nearly all time highs
Talk about the big boys doing the heavy lifting";positive
364735;2020-05-30 00:30:35+00:00;"Corona blew a 28-3 lead over racism 

$spy $spx $qqq #es_f";negative
859456;2020-07-11 12:02:01+00:00;Clovis Oncology $CLVS Given Average Recommendation of “Hold” by Analysts https://t.co/BAN4GQE2Gx #stocks;neutral
41469;2020-04-13 12:54:11+00:00;Actions and opinions in a market are influenced by that. BTC is behaving like a risk asset at the moment and we can see that in the chart and in the correlation with the SP500.;negative
96211;2020-04-17 19:19:03+00:00;"Alcoa $AA PT Lowered to $14.00 at JPMorgan Chase &amp; Co. https://t.co/gVyp4WTFK4 #stocks";negative
802378;2020-07-07 08:28:55+00:00;"Anyone play #tankers? 

#STNG Looks like a good entry price here...

#daytrading #stocks #fxtrading https://t.co/xfIYvjIAUe";positive
53156;2020-04-14 15:57:31+00:00;RT @AdamMancini4: In this 3 week $SPX rally we've only had 1 pullback lasting more than one day from March 31-April 1. For the next one- id…;positive
753457;2020-07-02 13:24:57+00:00;"Join the most profitable trading alerts chatroom also free trial 20 days
https://t.co/waJXnpiwFQ

$MGM $BA $BABA $FB $TSLA $AAL $DKNG $ERI $XSPA $AMZA $BAC $GILD $SHOP $CHWY $UBER $GNUS $HTZ $AAPL $NFLX $USO $PENN $KTOV $IDEX $SPY $MVIS $WLL $GNC $JFIN $HTZ $CIDM $DLOC $WKHS 💖 https://t.co/xYRNykqFEV";neutral
598505;2020-06-21 21:16:25+00:00;"🔥Our forex results for month of APRIL.🔔🔔 CUMULATIVE RESULT : 4500 PIPS 🔥🔥🔥 

Best signals channel ever : https://t.co/ZCdNusdOPO

#CRYPTO #stocks $BTC $ETH #FB #fx #forextrading #USOIL #forexsignal #GBPUSD #AAPL #Forex $BTC #XAUUSD #EURUSD 870428730 https://t.co/vDtmCTqcCC";positive
38446;2020-04-13 15:57:38+00:00;"https://t.co/9VjKMnpm7n

#CosanBrasil Cosan up 5.3% = $134.8 million gain. $CZZ has made notable gains in 11 of the last 42 trading sessions.

#stockMarket #stocks #trading #market #investing #NASDAQ #NYSE #consumerNondurables #specialty https://t.co/JyB85IR23f";positive
842201;2020-07-10 18:50:52+00:00;$ES_F $SPY $VXX $NYSE #SP500 #stockmarket #marketinternals #forex #markets #equitymarket #investing #equities #Futures #Trading Recap: Today's trading report bias+1 bullish sent 7/10/20 8:50 AM (ET) upper target+5 at $3168 cash high $3168.5 https://t.co/sf0iBaMU5s https://t.co/pCVl82Vo6G;positive
613209;2020-06-22 13:27:50+00:00;$spy $gspc $aapl $nflx $goog $tsla Wells Fargo's 'idiosyncratic' Gap upgrade due to Athleta and real estate value  https://t.co/KXXTKR52MT;positive
934688;2020-07-16 11:33:57+00:00;RT @RafKadian: #es_f @ 3200 lower stop to 3211.30 if stay short till 1 star support to zone1 #sp $spx #sp500 https://t.co/CoPkj6c4Lj;negative
894169;2020-07-14 18:15:29+00:00;"Oddly low volume right now. 

It’s spooky.

$NQ $ES $QQQ $NDX $SPY $SPX $DXY $TRIN";negative
375625;2020-06-01 14:46:39+00:00;If believing in $DIS makes me rich ima going to Disney world that week;positive
637013;2020-06-24 19:44:35+00:00;"#USDCAD Tp2 done.✅ Another successful trade with 40+ pips PROFIT 🔥

Closing soon  join now: https://t.co/bn8S6tN51e

#EURCHF $BTC #FB #forextrading #XAGUSD #fx $ETH #Forex #stocks #XAUSUD #AAPL #forexsignal #CRYPTO #EURUSD $BTC 195451096 https://t.co/tiinG8MiKF";positive
43839;2020-04-13 05:31:52+00:00;@CJ_Johnson17th and $FB;neutral
503476;2020-06-11 13:31:32+00:00;"Stock Alert For NNN - National Retail Properties
Alert Type: Daily Percent Price Change
Value Hit: -6.89%

#dividend #stocks $NNN
Visit Custom Stock Alerts https://t.co/Oh8lrY1YRH";negative
6998;2020-04-09 14:42:56+00:00;"RT @amir: New: Microsoft’s rival to AWS, called @Azure, is a success but has buckled under recent covid-19-related pressure &amp; also has had…";positive
120540;2020-04-19 14:09:14+00:00;"Grab This #opportunity 

#Offer Valid Till 21-04-2020

Required Capital: Rs. 15 Lac

Committed Return: Rs. 15 Lac + 2.5 Lac = Rs. 17.5 Lac

Time: 06-15 Months

#Stocks Cash/Future #Index Future    #Option #Gold #silver #CrudeOil #copper #Naturalgas #nickel 

Charge: Rs 2.70 Lac";positive
84910;2020-04-16 15:58:10+00:00;Another one this morning. $SPX $ES_F https://t.co/Yyr48PEC4l;neutral
558914;2020-06-17 11:26:58+00:00;RT @AdamMancini4: We got the bounce to 3120 in $SPX and this has been the battle zone. Next up is ~3190 and this area is key being the down…;negative
820570;2020-07-08 02:34:11+00:00;"RT @sprtcrdlui: $TSLA closed up again.  Load dips . Ride this one higher
$BA $NCLH $OAS $IDEX $WKHS $DAL $FCX $SHLL $Z $TTI $NFLX $M $API $…";positive
904710;2020-07-14 05:56:00+00:00;Facebook $FB Hits New 12-Month High Following Analyst Upgrade  https://t.co/kNWZunQ9SP;neutral
93981;2020-04-17 22:19:40+00:00;RT @KobesyTrades: $DJI closing over 24K and 200ema on weekly with a green hammer 🔨 ... hard to be super bearish #equities with current char…;positive
460954;2020-06-09 21:47:18+00:00;$MET Metlife #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #stocks #stock #StockMarket #Investment #investing https://t.co/5JE2nlalc3 https://t.co/yLie0GnIqK https://t.co/o4ETbe07bb;neutral
737063;2020-07-01 13:38:35+00:00;RT @MaxNisen: Still extremely early and don't know if it'll work in the real world, but $PFE/$BNTX vaccine data showing what you want in a…;positive
761005;2020-07-03 17:33:21+00:00;RT @freebirdcapital: The greatest driver of inequality today is financial asset #Inflation, which is a direct result of monetary expansion.…;positive
753632;2020-07-02 13:15:06+00:00;RT @AdamMancini4: I posted yesterday 3130 was target above 3100 in $SPX and its been hit exactly. Above here targets 3200, but bears have a…;neutral
875796;2020-07-13 18:08:29+00:00;"RT @nifty_analysis: Top 7 stocks to trade for intraday on 14th July 2020.
.
#intraday #stocks #stockstowatch #share
.
https://t.co/3AfsZD92…";neutral
171439;2020-04-23 16:24:01+00:00;"Cfra Lowers AT&amp;T $T Price Target to $37.00 https://t.co/m5IWUn0YQr";negative
112361;2020-04-18 15:00:57+00:00;Next week buy $GILD $TMUS $ZOOM $HD $BYND $WEN $XRP $CIM $F $BAC;positive
468158;2020-06-09 14:18:40+00:00;RT @PeasantPig1: With $AAPL $FB $AMZN $NFLX green there is no need to worry;positive
862783;2020-07-11 00:03:08+00:00;"RT @d1rtydan: $msft $aapl and $fb are going to run in the next week or two

I can feel it in my bones";neutral
393505;2020-06-03 23:31:31+00:00;RT @mtatsis: Exactly why Instagram will die. $SNAP $FB;negative
596193;2020-06-20 05:55:09+00:00;"RT @IndexPulse: A huge collection of #StockMarket related books

Starting frm basics of #stocks, #candlesticks, #fundamentals, #technicals,…";neutral
875555;2020-07-13 18:21:01+00:00;"S&amp;P 500 | $SPX | $SPX500 $USD

SPX500 showing mixed signals? The result of money print?

Long or short it with BTC on Trade8: https://t.co/7IRjHNUtDw https://t.co/ll2SKqJDbw";neutral
121850;2020-04-19 09:27:18+00:00;"Best trading books|How to keep stop loss? https://t.co/CsO5ltfkO4 via @YouTube
#nifty,#intraday,#investment,#Stocks,#crash,#stockmarket,#doublebottom,#technicalanalysis #stockholm #stocks #stockings #stockmarket #trading #investing #reliance";neutral
581489;2020-06-19 16:57:21+00:00;"SwingArm Trading.  RED LIGHT / GREEN LIGHT.  

Chart Review.  #ES_F #indices #stocks #Futures #trading #useThinkScript #ThinkOrSwim #education #volumeprofile https://t.co/za2tsyBQ7O";neutral
579992;2020-06-19 18:21:35+00:00;"RT @TheeFinanceGuy: 🚨It's Time! 🚨

Rapid Fire Stock Analysis is officially OPEN! ⚡⚡

Rules are easy:
-Follow
-RT
-Send me any stock ticker…";positive
933447;2020-07-16 12:55:58+00:00;$AAPL #patent 20200227010 ELECTRONIC DISPLAY PARTIAL IMAGE FRAME UPDATE SYSTEMS AND METHODS #tech #IP #research https://t.co/dzjlilA223;neutral
496995;2020-06-11 18:38:04+00:00;Hey @ATSGinc did you guys just sign a contract with $AMZN or did the market already forget about that? $ATSG $AAWW $CJT.TO @CNBC @jimcramer;negative
412002;2020-06-04 17:29:05+00:00;"""BIG #COMEBACK FOR CHINESE #LUCKIN #COFFEE ( $LK) TODAY"" ... Stock has rebounded by +72% to $4.45 so far today. Big buyers as shorts are trying to cover. Company is expanding like crazy. More stores than Starbucks in #China. https://t.co/bl22xbFYkX 
#stocks #trading #profits";positive
619736;2020-06-23 21:33:38+00:00;"$IBIO is an ideal play on the COVID-19 outbreak.

$NNVC $MRNA $INO $GILD $NWBO $AVXL $TOMZ $AMRN $ACST

#biotech #news #stocks #ibio #coronavirus #covid19 #pennystocks

https://t.co/sVKkk51ueO";positive
646925;2020-06-24 06:30:51+00:00;RT @5stocksinto: 5 Chinese Stocks Into Dairy https://t.co/NueutRQucw #China #Agriculture #Stocks #Investment #Dairy #Farming #Food #Beverag…;neutral
726538;2020-06-30 01:04:28+00:00;"$2173 a day keeps the 9 to 5 away.

Don't miss out, buy my stock course &amp; learn investing, become Financially Free With Stocks - Video Course  on @GUMROAD https://t.co/ctm70UM0Rd

#stocks $fb $aal $ba $mtch $tsla $twtr https://t.co/TOF4Yg16f1";positive
147494;2020-04-21 10:45:44+00:00;$AAPL $272.50 PM.. wants $260 test.;neutral
215048;2020-04-27 16:00:28+00:00;"Mindful Tip #015: Each losing trade is an opportunity to learn. #TradingPsychology #Perspective 

Follow us for daily powerful trading psychology!

$spy $qqq $dia $tvix $aapl $amzn $goog $msft $zm $tlry $cgc $gsx $tsla $lyft $work $spce";positive
883682;2020-07-13 12:24:43+00:00;$SPX $SPY Nice gap up 🚀7/15 320 call bought on Friday gonna pay. Also holding a longer dated call spread, let's rip it 🤑 https://t.co/wzuNFoM5ex;positive
643283;2020-06-24 14:03:42+00:00;RT @OptionsProVol: #Options Flow Grid Update $AAPL #OptionsTrading #Apple Shares ⬆️0.54% to $368.5033 #OptionsFlow #optionstrade #optiontra…;positive
388876;2020-06-02 13:01:27+00:00;"$FB
Twitter Sentiment on 1 Jun 2020 was:
▒ Positive 38.3% █ Negative 16.5% ░ Neutral 45.2%
▒▒▒▒▒▒▒▒███░░░░░░░░░";neutral
758107;2020-07-02 02:13:31+00:00;"RT @SheepKnowMore: An $FB post after watching #Covid911 - INSURGENCY. 
#GreatAwakening https://t.co/7PxeWwIByW";neutral
155304;2020-04-22 17:42:14+00:00;"RT @R_H_Ebright: @Poison_Oyster $JNJ AdVac looks like best near-term prospect (no theoretical risk of contamination by active SARS-CoV-2; h…";positive
747694;2020-07-02 18:39:53+00:00;"Nifty Trading Levels for tomorrow 03-07-20
#Nifty #Nifty50 #NIFTYFUTURE #NSE  #Indices #stockmarkets #stocks #Levels #SKARSH
@daytradertelugu https://t.co/So7EoMVC9c";neutral
314814;2020-05-07 02:05:51+00:00;Avadel Pharmaceuticals PLC to Post Q2 2020 Earnings of -$0.17 Per Share, Piper Sandler Forecasts $AVDL https://t.co/VjqwKt3YC7 #stocks;negative
129362;2020-04-20 15:52:56+00:00;"RT @BlogJulianKomar: Here is how I find great #stocks:

1) Exploding price or volume catches my attention
2) Look at the weekly stock chart…";neutral
847698;2020-07-10 13:52:28+00:00;"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES";neutral
512301;2020-06-13 09:31:38+00:00;"Analyzing Viper Energy Partners $VNOM &amp; California Resources $CRC https://t.co/bEAIaylXkb #stocks";neutral
644432;2020-06-24 13:00:03+00:00;"RT @Submarineering: #AI #biotech #Robotics #nanotechnology  #fintech  #Brexit #TradeWar #stoxx #Ibex35 #trading 
#nasdaq #sp500 #spx $spy #…";neutral
212021;2020-04-27 19:46:39+00:00;I have no idea what this Coronavirus thing is everyone keeps talking about, I just know the markets are paying VERY HANDSOMELY to be long right now. Shoutout to the bears that keep losing money. That @NorthmanTrader sure is an idiot!! $spy $iwm $qqq $iwr $amzn;negative
308913;2020-05-07 15:18:33+00:00;$TACT #Stocks #StockMarket #TransactTechnologies released Q4 EPS on https://t.co/savSNTKlN1: Sequentially eps fell from $0.05 per share and Sales decreased by -4.484 % from $12 millions. https://t.co/wwiCd5g9q5;neutral
865666;2020-07-12 17:23:03+00:00;@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.;negative
242185;2020-04-29 20:14:11+00:00;$MSFT and $FB have not given any out look yet.. u need to see what they say going forward;neutral
281647;2020-05-05 17:01:12+00:00;$DIS Earnings tonight 😬;neutral
647226;2020-06-24 05:10:43+00:00;"Godrej Consumer Products Limited
#GODREJCP
Recommended  on 14th May at 566
CMP: 679.
Profit of 20% in 28 Trading Day.
#Stocktotrade #Stockstowatch #stocks #Nifty   #nifty50 #stockmarket #stockstowatch #stockmarketnews #stocks #stockstotrade https://t.co/IWLcaKsL5i";positive
110902;2020-04-18 18:18:45+00:00;"RT @charliebilello: Big tech returns in 2008...
$MSFT: -44%
$AAPL: -57%
$GOOGL: -56%
$AMZN: -45%

Returns in 2020...
$MSFT: +14%
$AAPL: -3%…";neutral
684239;2020-06-27 13:21:42+00:00;"RT @jchatterleyCNN: ""The hate speech is there because it maximizes engagement,"" says @Moonalice, an early Zuckerberg advisor. #Facebook has…";negative
597933;2020-06-21 22:49:05+00:00;Grand Canyon Education Inc $LOPE Short Interest Update https://t.co/E99nrOLrGp #stocks;positive
167838;2020-04-23 20:15:43+00:00;"RT @GretaLWall: #MarketWatch $INTC falls after-hours despite beating Q1 expectations. 

Intel posted adjusted earnings of $1.45/share vs $1…";positive
53765;2020-04-14 15:21:34+00:00;$TLSRP #Stocks #StockMarket #Telos reports Q4 EPS on https://t.co/savSNTKlN1: Surge in Sales could not lift company's EPS, in the Q4 reached break-even at $0.00 per share, Sales jumped by 29.174 % to $46.473 MM from the same quarter a year ago. https://t.co/nBCfiBIp8W;positive
361303;2020-05-30 17:21:23+00:00;"Below is my referral code for Trading212 🤑💹

Do you want to get a free stock share worth up to £⁠100?

Create a Trading 212 Invest account using this link https://t.co/koQgj5Jyl5 

#freetrade #shares #invest #investing #trading #trading212 #free #money #stocks";positive
262290;2020-05-03 00:22:14+00:00;"“Bespoke notes that of the 11 bear markets from 1928 through 1940, 9 of them saw the S&amp;P 500 make a lower low, but since 1940 most bear markets have tended not to see retest” via MarketWatch 5/2 $SPX $SPY $VOO $IVV https://t.co/NfgoJ77k55";negative
528285;2020-06-15 14:28:46+00:00;"eS now at 3007, backtesting vs prior low 3005. Key time.

Ricky’s train going at full speed towards targets. Beauty!💆‍♂️

#ES_F $SPX $SPY https://t.co/ZaVJo8RCyf";positive
710025;2020-06-29 02:30:21+00:00;https://t.co/Xq49xYJpuc #btc no wonder $msft accepts payment in bitcoin;positive
20678;2020-04-10 00:47:44+00:00;NocTrader Bearish Breakout https://t.co/1V7l4Is0Qo #prorealtime #trading #markets #stockmarket #trader #stocks #investing #money #forex #bitcoin #cryptocurrency #finance #prorealtime;negative
619593;2020-06-23 21:51:12+00:00;"RT @sbwcws: Correction: Apple price target raised to $390 from $320 at Baird, not $380
$AAPL";positive
190669;2020-04-24 11:43:46+00:00;"RT @OptoCMC: 📈10 small-cap values stocks to watch, with @OptionsHawk 

#stocks #value #Covid_19 #coronavirus 

https://t.co/30KoewBvUB http…";neutral
97917;2020-04-17 17:06:01+00:00;$ge brings good things to living, brings good things to life...this has to have some big news on horizon  $spy $spx $es_f #sp500 #es_f #spx  .....  $uvxy $tvix $vix https://t.co/Pv0bomZryz;positive
